"Gene","GeneSymbol","Chr","start","end","band","cytoband","isCentromer","ensembl_gene_id","hgnc_symbol","entrezgene_id","description"
"ENSG00000224215","C10orf67-AS1","10",23343943,23359661,"p12.2","10p","no","ENSG00000224215","C10orf67-AS1",105376453,"C10orf67 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55861]"
"ENSG00000285667","","15",84716743,84748253,"q25.3","15q","no","ENSG00000285667","",NA,"novel transcript"
"ENSG00000307236","","4",80264212,80267378,"q21.21","4q","no","ENSG00000307236","",NA,"novel transcript, antisense to FGF5"
"ENSG00000126251","GPR42","19",35371068,35372962,"q13.12","19q","no","ENSG00000126251","GPR42",2866,"G protein-coupled receptor 42 [Source:HGNC Symbol;Acc:HGNC:4500]"
"ENSG00000307260","","4",11885687,12022704,"p15.33","4p","no","ENSG00000307260","",NA,"novel transcript"
"ENSG00000247796","MOCS2-DT","5",53109816,53127673,"q11.2","5q","no","ENSG00000247796","MOCS2-DT",257396,"MOCS2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:27417]"
"ENSG00000307280","","4",1991985,1994059,"p16.3","4p","no","ENSG00000307280","",NA,"novel transcript, antisense to NELFA"
"ENSG00000302478","","10",23350783,23355077,"p12.2","10p","no","ENSG00000302478","",NA,"novel transcript"
"ENSG00000307287","","4",83957736,83978834,"q21.23","4q","no","ENSG00000307287","",NA,"novel transcript"
"ENSG00000302491","","10",9038625,9039395,"p14","10p","no","ENSG00000302491","",NA,"novel transcript"
"ENSG00000302495","","10",132421281,132422888,"q26.3","10q","no","ENSG00000302495","",NA,"novel transcript"
"ENSG00000268222","EEF1A1P7","19",35382172,35384052,"q13.12","19q","no","ENSG00000268222","EEF1A1P7",NA,"eukaryotic translation elongation factor 1 alpha 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:3202]"
"ENSG00000305244","","15",84716551,84717543,"q25.3","15q","no","ENSG00000305244","",NA,"novel transcript"
"ENSG00000283479","","19",35407770,35408493,"q13.12","19q","no","ENSG00000283479","",NA,"free fatty acid receptor 2 (FFAR2) pseudogene"
"ENSG00000251264","","4",54440494,54457758,"q12","4q","no","ENSG00000251264","",NA,"novel transcript"
"ENSG00000302540","","10",27262763,27307420,"p12.1","10p","no","ENSG00000302540","",NA,"novel transcript"
"ENSG00000305260","","15",70096381,70096776,"q23","15q","no","ENSG00000305260","",NA,"novel transcript, antisense to TLE3"
"ENSG00000264400","RN7SL491P","19",35414881,35415149,"q13.12","19q","no","ENSG00000264400","RN7SL491P",NA,"RNA, 7SL, cytoplasmic 491, pseudogene [Source:HGNC Symbol;Acc:HGNC:46507]"
"ENSG00000126262","FFAR2","19",35443907,35451767,"q13.12","19q","no","ENSG00000126262","FFAR2",2867,"free fatty acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:4501]"
"ENSG00000235321","","2",169100743,169101210,"q31.1","2q","no","ENSG00000235321","",NA,"novel transcript"
"ENSG00000305274","","15",48530296,48532095,"q21.1","15q","no","ENSG00000305274","",NA,"novel transcript, antisense to FBN1"
"ENSG00000213785","AKR1B1P3","11",16484084,16484671,"p15.2","11p","no","ENSG00000213785","AKR1B1P3",NA,"aldo-keto reductase family 1 member B1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:422]"
"ENSG00000160199","PKNOX1","21",42974328,43034475,"q22.3","21q","no","ENSG00000160199","PKNOX1",5316,"PBX/knotted 1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9022]"
"ENSG00000235995","UBE2V1P6","2",169115195,169115680,"q31.1","2q","no","ENSG00000235995","UBE2V1P6",NA,"UBE2V1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:44889]"
"ENSG00000293534","","10",27250221,27259455,"p12.1","10p","no","ENSG00000293534","",NA,"novel transcript"
"ENSG00000241943","RN7SL188P","11",16576851,16577135,"p15.2","11p","no","ENSG00000241943","RN7SL188P",NA,"RNA, 7SL, cytoplasmic 188, pseudogene [Source:HGNC Symbol;Acc:HGNC:46204]"
"ENSG00000305277","","15",34367318,34374762,"q14","15q","no","ENSG00000305277","",NA,"novel transcript"
"ENSG00000199883","RN7SKP90","11",16842253,16842587,"p15.2","11p","no","ENSG00000199883","RN7SKP90",NA,"RN7SK pseudogene 90 [Source:HGNC Symbol;Acc:HGNC:45814]"
"ENSG00000259170","","15",92469986,92471627,"q26.1","15q","no","ENSG00000259170","",NA,"novel transcript, antisense to ST8SIA2"
"ENSG00000299717","","5",29921155,29964982,"p13.3","5p","no","ENSG00000299717","",NA,"novel transcript"
"ENSG00000134627","PIWIL4","11",94543840,94621421,"q21","11q","no","ENSG00000134627","PIWIL4",143689,"piwi like RNA-mediated gene silencing 4 [Source:HGNC Symbol;Acc:HGNC:18444]"
"ENSG00000267041","ZNF850","19",36714383,36772825,"q13.12","19q","no","ENSG00000267041","ZNF850",342892,"zinc finger protein 850 [Source:HGNC Symbol;Acc:HGNC:27994]"
"ENSG00000249899","ITGA2-AS1","5",52930606,52990278,"q11.2","5q","no","ENSG00000249899","ITGA2-AS1",121232372,"ITGA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40306]"
"ENSG00000287290","","4",116751473,116979316,"q26","4q","no","ENSG00000287290","",NA,"novel transcript"
"ENSG00000227888","FAM66A","8",12362019,12625014,"p23.1","8p","no","ENSG00000227888","FAM66A",NA,"family with sequence similarity 66 member A [Source:HGNC Symbol;Acc:HGNC:30444]"
"ENSG00000302586","","10",27257514,27258319,"p12.1","10p","no","ENSG00000302586","",NA,"novel transcript"
"ENSG00000302618","","10",9454498,9472487,"p14","10p","no","ENSG00000302618","",NA,"novel transcript"
"ENSG00000156925","ZIC3","X",137563314,137577691,"q26.3","Xq","no","ENSG00000156925","ZIC3",7547,"Zic family member 3 [Source:HGNC Symbol;Acc:HGNC:12874]"
"ENSG00000302630","","10",9452189,9458963,"p14","10p","no","ENSG00000302630","",NA,"novel transcript"
"ENSG00000305441","","15",40908793,40928507,"q15.1","15q","no","ENSG00000305441","",NA,"novel transcript"
"ENSG00000302642","","10",22225568,22245593,"p12.31","10p","no","ENSG00000302642","",NA,"novel transcript"
"ENSG00000247193","","4",36244063,36274222,"p14","4p","no","ENSG00000247193","",439933,"novel transcript, antisense to CENTD1"
"ENSG00000305466","","15",46192108,46374664,"q21.1","15q","no","ENSG00000305466","",NA,"novel transcript"
"ENSG00000226823","SUGT1P1","9",33503655,33510711,"p13.3","9p","no","ENSG00000226823","SUGT1P1",NA,"SUGT1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19384]"
"ENSG00000285934","","15",46365646,46381043,"q21.1","15q","no","ENSG00000285934","",NA,"novel transcript"
"ENSG00000299771","","5",35003597,35008118,"p13.2","5p","no","ENSG00000299771","",NA,"novel transcript, antisense to AGXT2"
"ENSG00000302654","","10",55628384,55630280,"q21.1","10q","no","ENSG00000302654","",NA,"novel transcript"
"ENSG00000299800","","5",75236981,75240895,"q13.3","5q","no","ENSG00000299800","",NA,"novel transcript"
"ENSG00000228072","","9",33491066,33523702,"p13.3","9p","no","ENSG00000228072","",NA,"novel transcript"
"ENSG00000305496","","15",46307604,46317275,"q21.1","15q","no","ENSG00000305496","",NA,"novel transcript"
"ENSG00000299814","","5",131797195,131797924,"q31.1","5q","no","ENSG00000299814","",NA,"novel transcript"
"ENSG00000305595","","15",99536880,99552937,"q26.3","15q","no","ENSG00000305595","",NA,"novel transcript"
"ENSG00000302656","","10",37473445,37508088,"p11.21","10p","no","ENSG00000302656","",NA,"novel transcript"
"ENSG00000230789","ARHGAP26-IT1","5",143191956,143194166,"q31.3","5q","no","ENSG00000230789","ARHGAP26-IT1",NA,"ARHGAP26 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41429]"
"ENSG00000305611","","15",88546412,88601845,"q26.1","15q","no","ENSG00000305611","",NA,"novel transcript, antisense to DET1"
"ENSG00000267260","","19",36773100,36777078,"q13.12","19q","no","ENSG00000267260","",728485,"novel transcript"
"ENSG00000081479","LRP2","2",169127109,169362534,"q31.1","2q","no","ENSG00000081479","LRP2",4036,"LDL receptor related protein 2 [Source:HGNC Symbol;Acc:HGNC:6694]"
"ENSG00000299818","","5",131417082,131422136,"q31.1","5q","no","ENSG00000299818","",NA,"novel transcript"
"ENSG00000299830","","5",66766875,66788745,"q12.3","5q","no","ENSG00000299830","",NA,"novel transcript, antisense to MAST4"
"ENSG00000302698","","10",92699965,92706598,"q23.33","10q","no","ENSG00000302698","",NA,"novel transcript"
"ENSG00000299842","","5",143192893,143194046,"q31.3","5q","no","ENSG00000299842","",NA,"novel transcript, antisense to ARHGAP26"
"ENSG00000249487","LINC01586","15",88561848,88605420,"q26.1","15q","no","ENSG00000249487","LINC01586",101929743,"long intergenic non-protein coding RNA 1586 [Source:HGNC Symbol;Acc:HGNC:51434]"
"ENSG00000286876","","10",83708841,83787075,"q23.1","10q","no","ENSG00000286876","",NA,"novel transcript"
"ENSG00000299843","","5",180951189,181040118,"q35.3","5q","no","ENSG00000299843","",NA,"novel transcript, antisense to BTNL3"
"ENSG00000267254","ZNF790-AS1","19",36776080,36831596,"q13.12","19q","no","ENSG00000267254","ZNF790-AS1",284408,"ZNF790 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27617]"
"ENSG00000248528","LINC02058","5",92887303,92939591,"q14.3","5q","no","ENSG00000248528","LINC02058",NA,"long intergenic non-protein coding RNA 2058 [Source:HGNC Symbol;Acc:HGNC:52901]"
"ENSG00000229666","MAST4-AS1","5",66988877,67004250,"q12.3","5q","no","ENSG00000229666","MAST4-AS1",NA,"MAST4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40865]"
"ENSG00000302718","","10",129944129,129951525,"q26.3","10q","no","ENSG00000302718","",NA,"novel transcript, sense intronic to EBF3"
"ENSG00000307330","","4",36256045,36256927,"p14","4p","no","ENSG00000307330","",NA,"novel transcript"
"ENSG00000289395","","10",12350332,12350778,"p13","10p","no","ENSG00000289395","",NA,"novel transcript, antisense to CAMK1D"
"ENSG00000126768","TIMM17B","X",48893447,48898143,"p11.23","Xp","no","ENSG00000126768","TIMM17B",10245,"translocase of inner mitochondrial membrane 17B [Source:HGNC Symbol;Acc:HGNC:17310]"
"ENSG00000235020","CACNB2-AS2","10",18206127,18261504,"p12.33","10p","no","ENSG00000235020","CACNB2-AS2",NA,"CACNB2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:58169]"
"ENSG00000299847","","5",58937291,58942660,"q11.2","5q","no","ENSG00000299847","",NA,"novel transcript"
"ENSG00000307356","","4",134627572,134640355,"q28.3","4q","no","ENSG00000307356","",NA,"novel transcript"
"ENSG00000299859","","5",181027639,181028157,"q35.3","5q","no","ENSG00000299859","",NA,"novel transcript"
"ENSG00000299866","","5",66812312,66819106,"q12.3","5q","no","ENSG00000299866","",NA,"novel transcript, antisense to MAST4"
"ENSG00000247624","CPEB2-DT","4",14909961,15002337,"p15.32","4p","no","ENSG00000247624","CPEB2-DT",441009,"CPEB2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:49082]"
"ENSG00000128245","YWHAH","22",31944522,31957603,"q12.3","22q","no","ENSG00000128245","YWHAH",7533,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta [Source:HGNC Symbol;Acc:HGNC:12853]"
"ENSG00000299874","","5",43174299,43192009,"p12","5p","no","ENSG00000299874","",NA,"novel transcript, antisense to ZNF131"
"ENSG00000299880","","5",2124986,2126954,"p15.33","5p","no","ENSG00000299880","",NA,"novel transcript"
"ENSG00000253925","","5",168085329,168187719,"q34","5q","no","ENSG00000253925","",NA,"novel transcript"
"ENSG00000149639","MTCL2","20",36777447,36863538,"q11.23","20q","no","ENSG00000149639","MTCL2",140710,"microtubule crosslinking factor 2 [Source:HGNC Symbol;Acc:HGNC:16111]"
"ENSG00000302732","","10",83786590,83837144,"q23.1","10q","no","ENSG00000302732","",NA,"novel transcript"
"ENSG00000302752","","10",17000544,17001301,"p13","10p","no","ENSG00000302752","",NA,"novel transcript, sense intronic to CUBN"
"ENSG00000287261","HPS1-AS1","10",98446281,98455061,"q24.2","10q","no","ENSG00000287261","HPS1-AS1",101927278,"HPS1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56166]"
"ENSG00000299909","","5",39505844,39516907,"p13.1","5p","no","ENSG00000299909","",NA,"novel transcript"
"ENSG00000299916","","5",151588700,151652254,"q33.1","5q","no","ENSG00000299916","",NA,"novel transcript"
"ENSG00000180458","","19",37545470,37549171,"q13.12","19q","no","ENSG00000180458","",NA,"novel transcript, antisense to ZNF793"
"ENSG00000288081","","5",151594954,151655449,"q33.1","5q","no","ENSG00000288081","",105378231,"novel transcript"
"ENSG00000249861","LGALS16","19",39655913,39660647,"q13.2","19q","no","ENSG00000249861","LGALS16",148003,"galectin 16 [Source:HGNC Symbol;Acc:HGNC:40039]"
"ENSG00000258676","","15",92580741,92614596,"q26.1","15q","no","ENSG00000258676","",NA,"novel transcript"
"ENSG00000204982","PRSS3P4","9",33613848,33614009,"p13.3","9p","no","ENSG00000204982","PRSS3P4",NA,"PRSS3 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43789]"
"ENSG00000100350","FOXRED2","22",36487190,36507221,"q12.3","22q","no","ENSG00000100350","FOXRED2",80020,"FAD dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26264]"
"ENSG00000299689","","9",33612473,33613879,"p13.3","9p","no","ENSG00000299689","",NA,"novel transcript"
"ENSG00000226025","","19",39681433,39684148,"q13.2","19q","no","ENSG00000226025","",NA,"Charcot-Leyden crystal protein pseudogene"
"ENSG00000213467","HMGB1P37","9",121519816,121520424,"q33.2","9q","no","ENSG00000213467","HMGB1P37",NA,"high mobility group box 1 pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:39184]"
"ENSG00000299935","","5",1493598,1495519,"p15.33","5p","no","ENSG00000299935","",NA,"novel transcript, antisense to LPCAT1"
"ENSG00000293886","","9",121519722,121585029,"q33.2","9q","no","ENSG00000293886","",NA,"novel transcript, antisense to DAB2IP"
"ENSG00000307410","","4",162458057,162461933,"q32.2","4q","no","ENSG00000307410","",124900804,"novel transcript"
"ENSG00000299955","","5",151494000,151496356,"q33.1","5q","no","ENSG00000299955","",NA,"novel transcript"
"ENSG00000269124","","19",46320197,46340004,"q13.32","19q","no","ENSG00000269124","",NA,"novel transcript, antisense to HIF3A"
"ENSG00000307412","","4",32820936,33061106,"p15.1","4p","no","ENSG00000307412","",NA,"novel transcript"
"ENSG00000277103","","9",97151894,97152694,"q22.33","9q","no","ENSG00000277103","",NA,"sorting nexin 18 (SNX18) pseudogene"
"ENSG00000204850","","19",46494508,46496502,"q13.32","19q","no","ENSG00000204850","",NA,"novel transcript, antisense to PPP5D1"
"ENSG00000299975","","5",151437774,151438592,"q33.1","5q","no","ENSG00000299975","",NA,"novel transcript, antisense to SLC36A1"
"ENSG00000305643","","15",88604087,88609684,"q26.1","15q","no","ENSG00000305643","",NA,"novel transcript"
"ENSG00000188801","ZNF322P1","9",97198303,97199511,"q22.33","9q","no","ENSG00000188801","ZNF322P1",NA,"zinc finger protein 322 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:14003]"
"ENSG00000267815","","19",50310022,50310539,"q13.33","19q","no","ENSG00000267815","",NA,"novel transcript, antisense to MYH14"
"ENSG00000229855","","5",121164687,121359869,"q23.1","5q","no","ENSG00000229855","",NA,"novel transcript"
"ENSG00000254483","SUGT1P4","9",97238645,97246184,"q22.33","9q","no","ENSG00000254483","SUGT1P4",NA,"SUGT1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:53832]"
"ENSG00000268854","","19",50480119,50483351,"q13.33","19q","no","ENSG00000268854","",NA,"novel transcript, antisense to EMC10"
"ENSG00000305721","","15",66838768,66842284,"q22.31","15q","no","ENSG00000305721","",105370869,"novel transcript"
"ENSG00000268739","","19",51014374,51014734,"q13.41","19q","no","ENSG00000268739","",NA,"novel transcript, antisense to KLK10"
"ENSG00000278617","MIR8074","19",51206929,51207009,"q13.41","19q","no","ENSG00000278617","MIR8074",102465873,"microRNA 8074 [Source:HGNC Symbol;Acc:HGNC:50105]"
"ENSG00000196371","FUT4","11",94543921,94549895,"q21","11q","no","ENSG00000196371","FUT4",2526,"fucosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:4015]"
"ENSG00000305727","","15",70099247,70099647,"q23","15q","no","ENSG00000305727","",NA,"novel transcript"
"ENSG00000267905","VSIG10L-AS1","19",51340695,51344117,"q13.41","19q","no","ENSG00000267905","VSIG10L-AS1",NA,"VSIG10L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55282]"
"ENSG00000280167","","11",94559018,94559374,"q21","11q","no","ENSG00000280167","",NA,"TEC"
"ENSG00000250754","LINC02436","4",185051081,185115500,"q35.1","4q","no","ENSG00000250754","LINC02436",101928877,"long intergenic non-protein coding RNA 2436 [Source:HGNC Symbol;Acc:HGNC:53368]"
"ENSG00000305738","","15",26966075,26968206,"q12","15q","no","ENSG00000305738","",NA,"novel transcript"
"ENSG00000259410","","15",67832725,67874250,"q23","15q","no","ENSG00000259410","",NA,"novel transcript"
"ENSG00000204710","SPDYC","11",65170233,65173374,"q13.1","11q","no","ENSG00000204710","SPDYC",387778,"speedy/RINGO cell cycle regulator family member C [Source:HGNC Symbol;Acc:HGNC:32681]"
"ENSG00000255036","SUGT1P4-STRA6LP-CCDC180","9",97238497,97377287,"q22.33","9q","no","ENSG00000255036","SUGT1P4-STRA6LP-CCDC180",57653,"SUGT1P4-STRA6LP-CCDC180 readthrough [Source:HGNC Symbol;Acc:HGNC:53835]"
"ENSG00000267984","","19",51345169,51353293,"q13.41","19q","no","ENSG00000267984","",NA,"novel transcript, antisense to ETFB"
"ENSG00000254760","SIGLEC10-AS2","19",51414298,51414965,"q13.41","19q","no","ENSG00000254760","SIGLEC10-AS2",NA,"SIGLEC10 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40718]"
"ENSG00000302787","","10",18651699,18658000,"p12.31","10p","no","ENSG00000302787","",NA,"novel transcript, antisense to NSUN6"
"ENSG00000305785","","15",80614942,80621523,"q25.1","15q","no","ENSG00000305785","",NA,"novel transcript"
"ENSG00000255441","SIGLEC10-AS1","19",51415724,51417425,"q13.41","19q","no","ENSG00000255441","SIGLEC10-AS1",NA,"SIGLEC10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40719]"
"ENSG00000302788","","10",57513892,57515598,"q21.1","10q","no","ENSG00000302788","",NA,"novel transcript"
"ENSG00000287894","","15",28881490,28885973,"q13.1","15q","no","ENSG00000287894","",NA,"novel transcript, antisense to APBA2"
"ENSG00000243313","RN7SL285P","6",37832922,37833185,"p21.2","6p","no","ENSG00000243313","RN7SL285P",NA,"RNA, 7SL, cytoplasmic 285, pseudogene [Source:HGNC Symbol;Acc:HGNC:46301]"
"ENSG00000302824","","10",3637524,3665533,"p15.2","10p","no","ENSG00000302824","",NA,"novel transcript"
"ENSG00000200597","RNVU1-33","6",37915573,37915742,"p21.2","6p","no","ENSG00000200597","RNVU1-33",NA,"RNA, variant U1 small nuclear 33 [Source:HGNC Symbol;Acc:HGNC:48429]"
"ENSG00000218521","ITGAEP1","6",38002832,38003313,"p21.2","6p","no","ENSG00000218521","ITGAEP1",NA,"ITGAE pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56927]"
"ENSG00000259385","","15",48191908,48201864,"q21.1","15q","no","ENSG00000259385","",NA,"novel transcript, antisense to CTXN2"
"ENSG00000200706","","6",38207274,38207345,"p21.2","6p","no","ENSG00000200706","",NA,""
"ENSG00000237017","PRPF31-AS1","19",54119511,54125343,"q13.42","19q","no","ENSG00000237017","PRPF31-AS1",NA,"PRPF31 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40700]"
"ENSG00000199938","","6",38565950,38566055,"p21.2","6p","no","ENSG00000199938","",NA,"Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000302873","","10",38083945,38157451,"p11.1","10p","yes","ENSG00000302873","",NA,"novel transcript, antisense to ZNF37A"
"ENSG00000217227","TFGP1","6",38587323,38588529,"p21.2","6p","no","ENSG00000217227","TFGP1",NA,"TFG pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55068]"
"ENSG00000244297","RN7SL465P","6",38744086,38744386,"p21.2","6p","no","ENSG00000244297","RN7SL465P",NA,"RNA, 7SL, cytoplasmic 465, pseudogene [Source:HGNC Symbol;Acc:HGNC:46481]"
"ENSG00000259235","CTXN2-AS1","15",48187121,48191702,"q21.1","15q","no","ENSG00000259235","CTXN2-AS1",NA,"CTXN2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55426]"
"ENSG00000227407","","19",54430654,54434698,"q13.42","19q","no","ENSG00000227407","",NA,"novel transcript"
"ENSG00000219273","DNAJC2P1","6",38762905,38764694,"p21.2","6p","no","ENSG00000219273","DNAJC2P1",NA,"DNAJC2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56928]"
"ENSG00000253236","LINC02143","5",164448161,164470210,"q34","5q","no","ENSG00000253236","LINC02143",NA,"long intergenic non-protein coding RNA 2143 [Source:HGNC Symbol;Acc:HGNC:53003]"
"ENSG00000212586","","6",38822307,38822404,"p21.2","6p","no","ENSG00000212586","",124900223,""
"ENSG00000220076","","6",38928031,38928153,"p21.2","6p","no","ENSG00000220076","",NA,"pseudogene similar to part of 40S Ribosomal protein S2 RPS2"
"ENSG00000224730","LILRB1-AS1","19",54635722,54638892,"q13.42","19q","no","ENSG00000224730","LILRB1-AS1",NA,"LILRB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53114]"
"ENSG00000284639","","11",3580927,3581135,"p15.4","11p","no","ENSG00000284639","",NA,"RNA binding protein, fox-1 homolog (C. elegans) 1 (RBFOX1) pseudogene"
"ENSG00000112499","SLC22A2","6",160171061,160277638,"q25.3","6q","no","ENSG00000112499","SLC22A2",6582,"solute carrier family 22 member 2 [Source:HGNC Symbol;Acc:HGNC:10966]"
"ENSG00000290887","","10",38164648,38212357,"p11.1","10p","yes","ENSG00000290887","",NA,"novel transcript"
"ENSG00000267224","","19",56535299,56535763,"q13.43","19q","no","ENSG00000267224","",NA,"novel transcript"
"ENSG00000230851","VPS51P5","11",3591277,3591615,"p15.4","11p","no","ENSG00000230851","VPS51P5",NA,"VPS51 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:56437]"
"ENSG00000268847","SIGLEC31P","19",56589495,56590281,"q13.43","19q","no","ENSG00000268847","SIGLEC31P",NA,"sialic acid binding Ig like lectin 31, pseudogene [Source:HGNC Symbol;Acc:HGNC:16072]"
"ENSG00000289468","","11",3706681,3707754,"p15.4","11p","no","ENSG00000289468","",NA,"novel transcript, sense intronic to NUP98"
"ENSG00000289716","XNDC1N-ZNF705EP-ALG1L9P","11",71804997,71928656,"q13.4","11q","no","ENSG00000289716","XNDC1N-ZNF705EP-ALG1L9P",NA,"XNDC1N-ZNF705EP-ALG1L9P readthrough [Source:HGNC Symbol;Acc:HGNC:55871]"
"ENSG00000293626","","19",56595302,56657247,"q13.43","19q","no","ENSG00000293626","",NA,"novel protein"
"ENSG00000305856","","15",98146783,98178243,"q26.3","15q","no","ENSG00000305856","",NA,"novel transcript"
"ENSG00000269793","ZIM2-AS1","19",56595313,56799602,"q13.43","19q","no","ENSG00000269793","ZIM2-AS1",NA,"ZIM2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51304]"
"ENSG00000299991","","5",66504137,66511910,"q12.3","5q","no","ENSG00000299991","",NA,"novel transcript"
"ENSG00000299992","","5",154174980,154190428,"q33.2","5q","no","ENSG00000299992","",NA,"novel transcript"
"ENSG00000305874","","15",98150752,98160735,"q26.3","15q","no","ENSG00000305874","",NA,"novel transcript"
"ENSG00000268182","SMIM17","19",56643159,56657247,"q13.43","19q","no","ENSG00000268182","SMIM17",147670,"small integral membrane protein 17 [Source:HGNC Symbol;Acc:HGNC:27114]"
"ENSG00000302901","","10",3741694,3755121,"p15.2","10p","no","ENSG00000302901","",NA,"novel transcript"
"ENSG00000250313","LINC02229","5",66505400,66511644,"q12.3","5q","no","ENSG00000250313","LINC02229",NA,"long intergenic non-protein coding RNA 2229 [Source:HGNC Symbol;Acc:HGNC:53098]"
"ENSG00000259341","LINC03080","15",99405525,99452743,"q26.3","15q","no","ENSG00000259341","LINC03080",NA,"long intergenic non-protein coding RNA 3080 [Source:HGNC Symbol;Acc:HGNC:56670]"
"ENSG00000219529","","11",77813319,77813676,"q14.1","11q","no","ENSG00000219529","",NA,"ribosomal protein S20 (RPS20) pseudogene"
"ENSG00000230234","","6",160272617,160276130,"q25.3","6q","no","ENSG00000230234","",NA,"novel transcript"
"ENSG00000302904","","10",38010149,38011022,"p11.1","10p","yes","ENSG00000302904","",NA,"novel transcript, antisense to ZNF33A"
"ENSG00000287656","","6",160369200,160386934,"q25.3","6q","no","ENSG00000287656","",NA,"novel transcript, antisense to SLC22A3"
"ENSG00000256091","MTRF1LP1","11",113711720,113712398,"q23.2","11q","no","ENSG00000256091","MTRF1LP1",NA,"mitochondrial translational release factor 1 like pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50611]"
"ENSG00000302909","","10",30804824,30821319,"p11.23","10p","no","ENSG00000302909","",NA,"novel transcript"
"ENSG00000125995","ROMO1","20",35699254,35700984,"q11.22","20q","no","ENSG00000125995","ROMO1",140823,"reactive oxygen species modulator 1 [Source:HGNC Symbol;Acc:HGNC:16185]"
"ENSG00000243353","RPS29P19","11",113751116,113751286,"q23.2","11q","no","ENSG00000243353","RPS29P19",NA,"ribosomal protein S29 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:36118]"
"ENSG00000213071","LPAL2","6",160453428,160511007,"q25.3","6q","no","ENSG00000213071","LPAL2",NA,"lipoprotein(a) like 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:21210]"
"ENSG00000300013","","5",154185476,154185867,"q33.2","5q","no","ENSG00000300013","",NA,"novel transcript, sense intronic to MFAP3"
"ENSG00000286125","","19",56669941,56823395,"q13.43","19q","no","ENSG00000286125","",NA,"novel transcript (contains ZIM2-AS1 and PEG3-AS1)"
"ENSG00000257070","","11",113769660,113769994,"q23.2","11q","no","ENSG00000257070","",NA,"cytochrome c oxidase subunit VIIa polypeptide 2 like (COX7A2L) pseudogene"
"ENSG00000300028","","5",175739022,175741378,"q35.2","5q","no","ENSG00000300028","",NA,"novel transcript"
"ENSG00000256603","","11",113770393,113771691,"q23.2","11q","no","ENSG00000256603","",NA,"novel transcript"
"ENSG00000300043","","5",172977686,172983744,"q35.1","5q","no","ENSG00000300043","",NA,"novel transcript"
"ENSG00000302912","","10",36593992,36599316,"p11.21","10p","no","ENSG00000302912","",NA,"novel transcript"
"ENSG00000228607","CLDN25","11",113779796,113780485,"q23.2","11q","no","ENSG00000228607","CLDN25",644672,"claudin 25 [Source:HGNC Symbol;Acc:HGNC:37218]"
"ENSG00000300071","","5",157696231,157711125,"q33.3","5q","no","ENSG00000300071","",105377676,"novel transcript"
"ENSG00000302926","","10",30811515,30812746,"p11.23","10p","no","ENSG00000302926","",NA,"novel transcript"
"ENSG00000257101","LRRC37A13P","11",113791466,113791752,"q23.2","11q","no","ENSG00000257101","LRRC37A13P",NA,"leucine rich repeat containing 37 member A13, pseudogene [Source:HGNC Symbol;Acc:HGNC:43817]"
"ENSG00000185345","PRKN","6",161347417,162727775,"q26","6q","no","ENSG00000185345","PRKN",5071,"parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]"
"ENSG00000300089","","5",142108207,142108688,"q31.3","5q","no","ENSG00000300089","",NA,"novel transcript"
